previous_crop,crop,soil_type,temperature,humidity,yield,market_price,nitrogen,phosphorus,potassium,ph
rice,potato,low_nitrogen,24.3,61,10.13,1259,62,44,39,5.8
rice,sugarcane,balanced,32.8,56,30.67,536,69,45,22,7.5
groundnut,rice,high_nitrogen,23.0,81,5.28,1912,77,48,37,6.3
cotton,tomato,low_nitrogen,26.1,90,15.19,1335,26,26,39,6.1
potato,potato,low_nitrogen,25.5,84,10.19,1223,67,43,40,6.4
maize,tomato,balanced,24.6,84,15.57,1703,49,50,24,6.9
rice,maize,low_nitrogen,32.2,90,6.26,1804,55,20,37,6.7
groundnut,wheat,balanced,20.9,68,5.21,2787,75,29,40,7.2
groundnut,sugarcane,balanced,34.1,73,30.49,503,65,32,24,5.9
cotton,maize,balanced,29.6,46,6.79,1683,24,58,24,7.3
tomato,rice,high_nitrogen,29.5,87,4.92,2418,47,43,48,6.8
groundnut,maize,low_nitrogen,32.0,86,6.19,2180,70,44,54,7.5
potato,potato,low_nitrogen,24.3,84,10.22,1151,67,54,41,6.9
wheat,wheat,balanced,20.9,79,5.1,2397,62,42,47,5.7
cotton,sugarcane,balanced,25.3,86,30.22,226,36,28,33,6.4
tomato,potato,low_nitrogen,28.4,41,10.03,1063,57,41,27,6.4
tomato,wheat,low_nitrogen,21.6,74,4.74,2393,61,38,58,7.0
wheat,maize,balanced,25.2,76,6.65,1594,63,29,50,6.9
wheat,tomato,low_nitrogen,28.8,46,14.89,1756,47,32,35,7.0
groundnut,rice,balanced,29.8,85,5.57,1902,83,28,54,6.6
sugarcane,wheat,low_nitrogen,31.1,60,4.35,2642,66,30,39,6.1
potato,cotton,low_nitrogen,23.7,59,3.82,6939,67,41,46,6.3
maize,potato,low_nitrogen,25.9,89,10.25,1065,49,20,39,5.6
maize,maize,high_nitrogen,34.6,41,5.76,2102,58,28,39,7.3
maize,sugarcane,balanced,28.8,44,30.43,200,51,60,38,7.1
potato,potato,low_nitrogen,24.4,81,9.92,1429,50,45,23,6.8
groundnut,wheat,high_nitrogen,25.3,40,4.4,2682,74,36,38,5.9
potato,maize,low_nitrogen,27.8,82,6.12,1912,40,47,58,7.1
groundnut,wheat,high_nitrogen,30.6,87,4.43,2315,72,51,27,7.1
cotton,sugarcane,balanced,21.3,73,30.39,200,33,60,35,5.6
tomato,sugarcane,balanced,34.5,60,30.34,441,58,36,20,7.3
wheat,maize,balanced,32.3,48,6.74,2131,60,32,27,7.5
potato,tomato,low_nitrogen,32.4,87,14.99,1415,48,52,21,6.5
potato,sugarcane,balanced,27.9,79,30.78,200,54,47,51,6.5
sugarcane,sugarcane,low_nitrogen,33.1,70,30.26,277,70,35,53,5.8
sugarcane,sugarcane,balanced,33.2,52,30.54,359,62,57,22,6.3
tomato,groundnut,low_nitrogen,31.0,58,3.5,5713,53,47,60,7.3
groundnut,cotton,high_nitrogen,29.4,52,3.78,6961,70,32,33,6.8
maize,maize,balanced,28.9,51,6.63,1848,65,41,40,5.9
cotton,cotton,low_nitrogen,24.2,74,3.74,6647,22,25,60,5.9
sugarcane,wheat,high_nitrogen,34.3,65,4.55,2484,40,43,56,7.1
tomato,groundnut,low_nitrogen,20.7,44,3.76,5461,43,54,49,6.3
sugarcane,groundnut,balanced,30.6,83,4.27,6035,50,38,60,5.6
cotton,sugarcane,balanced,27.2,90,30.25,664,28,57,57,7.3
sugarcane,wheat,high_nitrogen,33.3,87,4.43,2275,64,54,32,6.0
rice,tomato,low_nitrogen,31.1,76,14.86,1455,50,27,30,5.9
groundnut,maize,balanced,26.8,90,6.5,1501,86,33,31,7.1
potato,rice,high_nitrogen,33.6,50,5.07,2436,65,57,50,5.9
wheat,tomato,high_nitrogen,29.0,46,15.07,1661,50,59,52,7.3
rice,groundnut,low_nitrogen,27.0,63,3.5,5515,41,56,39,6.8
sugarcane,cotton,high_nitrogen,28.7,40,4.15,6935,65,44,34,7.0
tomato,wheat,balanced,24.0,50,5.17,2545,60,42,59,5.9
groundnut,maize,low_nitrogen,30.9,54,5.75,2194,69,22,58,6.2
cotton,maize,low_nitrogen,20.1,57,6.07,2129,20,54,23,5.7
sugarcane,groundnut,low_nitrogen,30.2,54,3.75,5488,61,21,23,5.6
cotton,tomato,low_nitrogen,28.3,67,14.79,1716,38,54,50,7.0
wheat,wheat,balanced,28.7,56,5.07,2589,68,56,24,7.3
sugarcane,tomato,balanced,28.4,44,15.73,1872,59,36,45,6.5
wheat,sugarcane,low_nitrogen,26.6,47,30.28,308,44,33,21,5.8
rice,cotton,low_nitrogen,33.6,66,3.78,6600,66,31,57,5.7
wheat,cotton,high_nitrogen,32.5,84,4.28,6346,48,57,51,7.2
wheat,tomato,high_nitrogen,24.2,64,15.16,1305,70,34,48,6.1
tomato,rice,high_nitrogen,25.9,41,5.17,2321,55,39,35,6.2
groundnut,sugarcane,balanced,22.0,73,30.63,691,72,27,34,6.9
cotton,maize,low_nitrogen,34.0,49,6.28,1932,20,42,55,6.5
maize,groundnut,low_nitrogen,30.5,62,3.68,6080,46,44,34,6.3
sugarcane,rice,high_nitrogen,21.8,80,4.97,2216,57,54,53,6.6
wheat,potato,low_nitrogen,27.6,47,10.18,1258,68,60,41,5.5
rice,potato,low_nitrogen,20.8,58,9.71,1580,49,41,35,6.7
potato,tomato,low_nitrogen,34.9,89,15.26,1566,44,54,23,7.3
sugarcane,maize,low_nitrogen,22.4,47,5.96,1625,51,21,30,7.1
groundnut,groundnut,balanced,22.3,89,3.91,5760,75,58,44,6.6
wheat,wheat,balanced,29.0,59,5.05,2207,70,57,38,6.6
wheat,cotton,balanced,32.2,88,4.35,6895,49,52,34,6.8
rice,cotton,balanced,21.5,86,4.29,7018,62,50,21,5.5
cotton,maize,low_nitrogen,32.9,62,6.04,1825,25,32,26,6.1
potato,cotton,high_nitrogen,31.0,53,4.22,6301,66,59,57,5.8
potato,wheat,high_nitrogen,29.1,68,4.2,2172,69,21,25,7.5
tomato,groundnut,high_nitrogen,21.6,50,2.98,5829,52,23,28,5.6
rice,maize,low_nitrogen,32.5,59,5.8,1965,59,47,58,7.3
tomato,cotton,high_nitrogen,30.9,82,3.92,6943,43,32,37,6.3
sugarcane,cotton,low_nitrogen,27.0,78,4.0,7014,43,60,44,6.8
sugarcane,groundnut,low_nitrogen,31.9,69,3.39,5479,70,49,27,7.1
maize,wheat,high_nitrogen,26.0,87,4.26,2362,43,33,36,6.7
sugarcane,sugarcane,high_nitrogen,34.5,50,30.27,533,45,34,34,6.2
cotton,cotton,high_nitrogen,20.6,55,3.76,6764,26,21,49,6.6
sugarcane,groundnut,high_nitrogen,32.7,49,2.8,5301,48,52,30,5.9
rice,potato,low_nitrogen,34.7,45,9.86,1021,66,31,32,6.2
wheat,wheat,low_nitrogen,34.4,40,4.35,2317,47,40,57,7.0
maize,sugarcane,high_nitrogen,31.0,67,29.97,200,40,44,54,6.3
potato,potato,high_nitrogen,23.2,62,10.18,1381,58,56,21,6.9
tomato,cotton,low_nitrogen,34.6,77,4.08,6723,46,43,30,6.6
cotton,sugarcane,balanced,24.4,80,30.74,403,28,36,32,6.8
wheat,potato,low_nitrogen,32.6,57,10.25,1362,56,44,59,5.5
cotton,maize,low_nitrogen,28.5,56,6.13,1897,24,22,37,7.5
potato,groundnut,low_nitrogen,34.9,80,3.51,5324,44,20,24,7.0
sugarcane,maize,balanced,23.4,63,6.28,2081,44,43,51,5.7
maize,groundnut,low_nitrogen,23.7,59,3.62,5931,59,39,26,7.0
sugarcane,wheat,high_nitrogen,22.3,83,4.39,2085,59,26,28,5.9
cotton,tomato,high_nitrogen,28.7,43,14.94,1267,24,32,53,7.2
potato,sugarcane,high_nitrogen,30.2,90,30.19,200,63,48,44,6.8
rice,potato,low_nitrogen,23.1,65,10.18,814,57,42,51,7.0
wheat,groundnut,low_nitrogen,34.6,45,3.21,5538,51,37,31,5.7
tomato,tomato,high_nitrogen,34.6,42,15.04,1705,64,51,46,6.5
potato,rice,high_nitrogen,27.9,64,5.25,2168,40,21,58,6.7
wheat,cotton,low_nitrogen,22.1,46,3.81,6500,60,56,27,6.1
sugarcane,potato,high_nitrogen,32.4,49,9.83,1586,47,21,35,6.6
potato,sugarcane,low_nitrogen,34.7,73,29.79,200,48,28,57,6.1
maize,rice,high_nitrogen,23.1,79,5.14,2243,64,48,26,7.3
rice,tomato,high_nitrogen,34.3,66,14.78,1441,42,32,38,7.1
cotton,cotton,balanced,28.2,88,4.48,6504,33,51,32,7.2
tomato,potato,balanced,25.5,68,10.63,1003,60,48,47,5.9
rice,sugarcane,high_nitrogen,21.0,54,30.02,383,48,27,50,7.5
tomato,sugarcane,low_nitrogen,25.2,45,30.24,333,62,22,54,6.0
groundnut,maize,balanced,23.6,75,6.52,1774,83,60,39,5.5
cotton,maize,high_nitrogen,34.1,55,5.79,1886,39,35,45,6.1
potato,cotton,high_nitrogen,26.6,47,3.83,7031,69,25,21,7.4
wheat,potato,low_nitrogen,32.5,50,9.83,1358,40,26,49,6.8
sugarcane,tomato,high_nitrogen,29.6,57,15.27,1870,55,24,54,6.7
wheat,groundnut,low_nitrogen,24.6,75,3.7,5775,70,56,34,6.6
wheat,maize,low_nitrogen,24.4,56,6.23,1524,51,30,50,5.5
maize,groundnut,low_nitrogen,32.8,74,3.24,6047,48,39,49,5.8
sugarcane,potato,low_nitrogen,22.6,63,10.1,1000,66,27,22,5.8
wheat,sugarcane,low_nitrogen,25.5,85,30.02,200,52,27,33,5.7
groundnut,wheat,low_nitrogen,26.7,69,4.45,2676,62,22,20,7.5
maize,groundnut,low_nitrogen,33.9,51,3.44,5921,44,55,31,5.9
groundnut,potato,low_nitrogen,28.1,70,9.97,800,78,32,26,5.9
maize,maize,balanced,34.9,74,6.69,1854,60,38,46,6.8
wheat,rice,balanced,34.6,54,5.75,2382,48,26,50,6.6
rice,groundnut,low_nitrogen,22.5,47,3.42,5366,66,54,56,6.1
potato,wheat,low_nitrogen,31.1,40,4.71,2440,50,54,40,6.4
cotton,maize,low_nitrogen,26.4,81,5.81,1752,20,30,41,7.0
wheat,potato,low_nitrogen,26.9,89,9.98,1425,68,23,38,5.8
potato,rice,balanced,20.3,72,5.22,2360,43,49,37,6.2
wheat,sugarcane,high_nitrogen,21.3,69,30.13,200,51,25,20,6.8
groundnut,tomato,high_nitrogen,23.0,49,15.19,1119,61,30,52,6.5
wheat,wheat,low_nitrogen,21.1,70,4.72,2783,40,23,51,7.1
wheat,cotton,high_nitrogen,30.7,66,4.05,6390,64,41,37,6.4
rice,maize,high_nitrogen,32.7,83,5.82,2076,63,27,32,7.2
maize,groundnut,low_nitrogen,25.3,49,3.41,5582,43,44,58,6.4
sugarcane,groundnut,low_nitrogen,24.5,56,3.39,5725,63,26,29,6.3
rice,rice,high_nitrogen,26.2,66,5.18,2599,46,29,43,5.8
potato,wheat,balanced,23.8,79,4.96,2559,68,55,39,7.1
cotton,groundnut,balanced,28.6,67,4.01,6065,32,47,28,7.4
sugarcane,maize,low_nitrogen,23.8,77,6.27,1584,56,46,44,6.6
tomato,potato,low_nitrogen,25.5,52,9.72,1486,56,50,45,5.5
sugarcane,cotton,low_nitrogen,24.1,64,4.18,6655,53,59,29,7.3
tomato,maize,balanced,32.6,50,6.33,2078,60,54,60,7.2
sugarcane,groundnut,balanced,34.9,73,4.09,5761,41,22,23,6.4
cotton,potato,low_nitrogen,30.8,65,10.27,1372,40,54,42,7.3
groundnut,sugarcane,balanced,25.5,87,30.44,281,90,50,30,7.2
potato,maize,high_nitrogen,32.9,90,5.74,1861,70,24,51,6.8
cotton,rice,high_nitrogen,29.5,90,5.06,2281,32,49,25,7.4
sugarcane,sugarcane,balanced,32.8,57,30.79,554,52,59,30,6.0
groundnut,rice,high_nitrogen,20.1,73,5.26,2130,81,21,37,5.8
rice,maize,high_nitrogen,24.4,42,6.17,1771,60,35,33,6.6
rice,groundnut,low_nitrogen,22.2,65,3.72,5678,53,35,39,6.3
cotton,maize,balanced,25.2,46,6.28,1427,30,60,55,6.7
rice,potato,low_nitrogen,34.6,41,10.27,1273,51,56,28,7.5
sugarcane,cotton,balanced,26.3,71,4.62,6465,51,49,20,7.4
maize,wheat,high_nitrogen,29.7,50,4.4,2460,41,43,31,6.3
cotton,maize,balanced,24.0,64,6.22,1896,36,36,57,5.9
groundnut,maize,low_nitrogen,22.3,40,6.12,1441,78,40,30,7.2
rice,maize,high_nitrogen,23.2,55,5.95,1425,53,30,32,6.7
maize,wheat,balanced,22.6,71,5.19,2608,45,31,48,7.5
tomato,rice,high_nitrogen,22.1,47,5.3,2202,48,21,38,5.9
cotton,maize,high_nitrogen,32.5,81,5.8,1638,26,33,47,7.2
sugarcane,groundnut,low_nitrogen,32.0,86,3.34,5719,57,33,21,6.1
sugarcane,wheat,low_nitrogen,31.8,57,4.53,2278,67,40,30,5.7
potato,rice,high_nitrogen,30.3,64,5.22,2416,47,58,23,6.9
potato,wheat,low_nitrogen,26.2,40,4.31,2018,64,59,41,5.6
groundnut,tomato,balanced,31.0,86,15.52,1468,72,42,58,5.7
wheat,groundnut,balanced,31.4,68,3.74,5811,68,55,31,6.2
tomato,cotton,low_nitrogen,24.2,82,3.9,7036,55,31,28,6.6
potato,groundnut,low_nitrogen,25.8,78,3.35,5944,59,53,50,7.1
wheat,tomato,low_nitrogen,30.6,70,15.19,1442,43,33,21,7.5
cotton,wheat,high_nitrogen,25.3,88,4.56,2252,36,58,39,5.9
wheat,rice,high_nitrogen,25.8,87,4.77,2249,69,43,57,6.0
rice,rice,high_nitrogen,32.9,57,5.27,1966,58,34,32,5.8
cotton,wheat,balanced,33.1,61,5.05,2284,34,59,22,5.9
cotton,tomato,balanced,31.7,49,15.35,1472,24,46,48,5.9
potato,cotton,balanced,30.0,46,4.29,6394,42,21,26,6.9
groundnut,wheat,high_nitrogen,25.5,73,4.65,2436,68,45,60,6.1
tomato,sugarcane,low_nitrogen,27.2,51,29.76,227,50,47,57,7.0
sugarcane,potato,low_nitrogen,33.9,68,9.74,1321,50,42,58,7.2
rice,groundnut,low_nitrogen,33.8,54,3.75,5701,41,27,49,6.8
sugarcane,cotton,balanced,28.0,41,4.24,6648,65,56,34,6.1
maize,rice,high_nitrogen,29.6,59,4.85,2269,66,37,29,6.5
sugarcane,sugarcane,low_nitrogen,31.1,83,30.24,200,45,49,59,7.3
maize,maize,high_nitrogen,34.7,65,6.01,1424,61,37,22,6.2
cotton,cotton,low_nitrogen,25.8,70,3.99,7067,30,56,29,7.4
maize,maize,low_nitrogen,30.1,56,6.22,1969,54,36,20,6.1
maize,potato,low_nitrogen,23.0,73,9.82,1002,43,58,21,6.2
sugarcane,tomato,low_nitrogen,31.2,82,14.95,1722,68,36,58,7.5
sugarcane,tomato,high_nitrogen,34.1,75,15.08,1654,41,32,30,7.2
rice,rice,high_nitrogen,29.2,53,5.17,2196,68,22,21,6.2
cotton,sugarcane,balanced,25.4,61,30.28,386,23,59,53,6.1
rice,tomato,balanced,33.8,71,15.24,1605,54,22,47,7.2
maize,rice,low_nitrogen,23.7,60,4.65,2298,64,52,26,5.9
rice,cotton,high_nitrogen,27.3,56,3.97,6942,45,34,20,6.3
wheat,maize,balanced,20.3,78,6.28,2042,63,35,27,5.6
rice,cotton,low_nitrogen,26.6,90,4.26,6301,63,33,53,7.2
rice,groundnut,low_nitrogen,30.7,86,3.44,5662,58,33,21,6.0
groundnut,potato,low_nitrogen,20.4,64,10.16,1569,73,22,47,5.6
tomato,potato,low_nitrogen,28.7,57,9.78,1164,63,30,24,6.9
rice,maize,balanced,27.0,57,6.5,1630,43,27,47,6.7
wheat,sugarcane,balanced,31.3,50,30.79,200,49,60,51,7.1
potato,tomato,balanced,21.3,81,15.56,1466,52,54,55,7.1
cotton,potato,high_nitrogen,21.8,57,10.17,1339,36,27,41,7.5
potato,potato,low_nitrogen,27.1,62,10.19,1293,48,49,31,6.4
groundnut,rice,high_nitrogen,26.3,74,5.0,2432,60,43,59,7.3
tomato,maize,high_nitrogen,27.2,81,6.21,1610,46,38,40,6.7
potato,wheat,low_nitrogen,31.0,75,4.24,2274,51,45,34,5.5
rice,maize,high_nitrogen,28.0,44,6.14,2076,54,46,25,5.7
rice,groundnut,low_nitrogen,28.1,53,3.37,5739,60,37,29,7.5
sugarcane,sugarcane,high_nitrogen,31.8,47,29.88,200,45,22,55,5.8
tomato,groundnut,high_nitrogen,20.0,90,3.26,5805,50,24,41,5.9
potato,rice,balanced,29.0,45,5.65,2313,45,22,23,5.9
maize,tomato,low_nitrogen,33.7,76,14.85,1728,57,57,20,6.4
cotton,potato,low_nitrogen,33.5,49,9.93,833,21,29,20,7.2
rice,tomato,balanced,21.6,53,15.49,1239,64,58,39,7.2
cotton,groundnut,low_nitrogen,31.2,85,3.29,5334,33,41,46,5.7
wheat,wheat,low_nitrogen,31.7,54,4.37,2280,56,22,56,6.6
maize,rice,high_nitrogen,30.8,90,4.91,2532,64,45,25,7.3
wheat,sugarcane,low_nitrogen,21.0,72,29.92,522,44,20,55,6.1
potato,cotton,low_nitrogen,33.8,49,3.72,6933,55,24,52,7.4
maize,cotton,balanced,32.0,63,4.76,6756,49,55,43,6.8
wheat,wheat,balanced,29.7,86,4.71,2419,45,57,35,6.2
maize,sugarcane,low_nitrogen,31.8,80,30.26,588,41,26,29,7.0
rice,maize,balanced,34.5,84,6.77,1924,61,54,47,5.6
sugarcane,sugarcane,high_nitrogen,22.6,62,29.85,634,55,31,26,6.2
maize,cotton,low_nitrogen,30.4,85,4.25,6453,54,36,44,6.1
sugarcane,tomato,low_nitrogen,27.0,55,15.15,1108,47,32,50,6.3
tomato,tomato,balanced,28.3,42,15.66,1896,49,21,42,6.6
sugarcane,maize,high_nitrogen,26.0,75,6.29,1737,59,30,44,7.5
groundnut,sugarcane,high_nitrogen,29.0,54,29.8,200,73,24,26,6.8
groundnut,groundnut,high_nitrogen,21.8,45,2.87,5685,70,53,53,6.8
rice,potato,low_nitrogen,22.6,83,10.13,1030,43,33,56,6.3
sugarcane,tomato,low_nitrogen,26.5,54,14.78,1286,45,49,50,6.3
wheat,tomato,low_nitrogen,32.5,67,15.21,1732,55,44,20,6.0
potato,groundnut,low_nitrogen,31.0,71,3.32,5567,40,26,22,6.1
groundnut,groundnut,low_nitrogen,32.8,87,3.48,5704,60,40,27,7.4
wheat,rice,high_nitrogen,30.6,40,5.08,2007,70,55,31,6.9
rice,sugarcane,low_nitrogen,24.7,43,29.78,688,56,57,30,6.0
wheat,groundnut,low_nitrogen,32.7,55,3.51,5883,56,26,55,6.1
potato,rice,high_nitrogen,32.6,74,4.87,2164,41,52,56,6.3
groundnut,groundnut,low_nitrogen,23.3,84,3.22,5848,66,45,24,7.3
cotton,maize,high_nitrogen,26.1,52,5.76,1529,35,47,56,6.4
maize,tomato,low_nitrogen,32.1,51,15.26,1746,67,45,59,5.9
tomato,wheat,balanced,28.3,48,4.92,2732,64,46,49,6.1
rice,maize,balanced,26.0,72,6.31,2154,69,28,46,5.9
maize,maize,high_nitrogen,32.4,90,6.1,1434,41,27,33,5.9
maize,sugarcane,balanced,33.8,56,30.73,248,42,51,36,6.4
tomato,groundnut,balanced,27.3,52,3.94,5999,46,40,49,6.3
cotton,maize,balanced,27.4,66,6.46,2152,27,23,57,7.0
maize,maize,balanced,32.4,41,6.71,1510,59,23,30,7.0
cotton,maize,high_nitrogen,32.0,53,6.12,1408,24,32,25,6.4
tomato,maize,balanced,33.8,47,6.74,1882,46,24,60,6.5
sugarcane,sugarcane,balanced,34.2,63,30.21,622,42,49,35,5.9
potato,sugarcane,balanced,31.9,66,30.59,551,53,52,22,6.6
tomato,groundnut,low_nitrogen,26.8,67,3.8,5603,44,34,51,7.4
cotton,cotton,balanced,29.1,60,4.7,6765,32,52,28,6.6
tomato,cotton,high_nitrogen,30.6,59,4.22,6971,66,29,55,5.7
maize,cotton,low_nitrogen,34.6,55,3.97,6794,61,37,56,6.5
maize,maize,low_nitrogen,23.3,79,5.87,1496,66,23,28,6.6
tomato,cotton,low_nitrogen,21.0,63,4.06,6396,43,55,36,6.5
sugarcane,potato,high_nitrogen,22.3,48,10.21,1232,49,60,59,5.7
sugarcane,wheat,low_nitrogen,28.2,57,4.21,2249,47,57,30,7.4
sugarcane,rice,high_nitrogen,32.4,43,4.74,2367,54,36,32,6.0
cotton,potato,low_nitrogen,25.8,69,9.76,1056,27,48,54,7.5
potato,cotton,high_nitrogen,25.8,87,4.24,6578,46,37,26,7.2
wheat,wheat,low_nitrogen,34.3,67,4.26,2615,69,27,50,6.6
potato,maize,balanced,34.6,85,6.65,2178,53,31,38,5.8
maize,groundnut,low_nitrogen,29.9,43,3.37,5965,59,46,26,6.9
rice,rice,high_nitrogen,22.3,40,4.87,2338,49,45,55,6.3
groundnut,maize,balanced,23.6,89,6.27,1567,76,55,29,7.3
rice,rice,high_nitrogen,27.2,42,4.85,2105,49,21,40,6.2
rice,tomato,low_nitrogen,27.9,56,14.71,1538,69,27,51,6.0
sugarcane,potato,low_nitrogen,25.1,51,10.3,1565,58,40,42,6.7
rice,potato,high_nitrogen,27.9,44,10.11,840,48,36,36,6.7
tomato,tomato,balanced,20.5,47,15.48,1868,60,24,39,6.7
cotton,potato,low_nitrogen,22.2,65,9.77,1398,31,37,33,6.8
groundnut,rice,high_nitrogen,22.6,68,5.28,2257,80,32,30,6.7
wheat,rice,high_nitrogen,28.0,49,5.14,2058,60,31,20,6.4
sugarcane,wheat,balanced,31.6,51,4.7,2525,55,47,24,6.9
groundnut,potato,high_nitrogen,26.7,54,10.14,1324,70,26,56,6.5
potato,cotton,high_nitrogen,33.4,77,3.95,7000,46,21,33,5.5
cotton,cotton,low_nitrogen,29.9,87,4.23,6858,39,29,58,6.3
maize,tomato,high_nitrogen,32.2,53,15.17,1598,63,26,27,6.1
tomato,maize,balanced,24.9,83,6.61,2165,43,45,29,5.6
rice,tomato,high_nitrogen,27.4,88,15.25,1400,52,31,48,7.0
rice,groundnut,low_nitrogen,32.3,46,3.39,6057,53,41,34,6.5
sugarcane,tomato,high_nitrogen,27.1,87,15.15,1607,61,55,52,5.8
cotton,wheat,balanced,21.7,61,5.08,2748,21,48,35,7.0
potato,wheat,high_nitrogen,32.8,76,4.71,2173,66,44,53,7.1
cotton,sugarcane,low_nitrogen,32.6,60,29.82,200,33,53,27,6.2
rice,tomato,balanced,27.1,55,15.53,1231,41,33,31,6.7
groundnut,maize,high_nitrogen,29.6,66,5.87,1742,88,45,45,5.8
maize,tomato,low_nitrogen,30.3,80,15.26,1201,47,57,53,6.9
maize,sugarcane,high_nitrogen,31.3,77,30.23,200,55,29,38,6.5
tomato,maize,low_nitrogen,21.6,85,6.15,2055,69,29,30,5.9
groundnut,rice,high_nitrogen,22.3,55,5.03,2284,80,60,59,6.1
wheat,maize,balanced,29.8,86,6.41,1617,42,43,58,5.6
cotton,maize,low_nitrogen,31.1,45,6.24,2047,23,49,51,5.6
sugarcane,groundnut,low_nitrogen,23.2,86,3.74,6065,46,22,41,5.9
maize,groundnut,low_nitrogen,34.6,58,3.39,5504,48,44,24,6.6
potato,wheat,balanced,33.7,79,4.95,2070,40,52,27,6.1
tomato,sugarcane,low_nitrogen,25.3,65,29.85,200,60,55,40,6.6
maize,groundnut,low_nitrogen,30.5,65,3.36,5923,51,32,22,6.5
groundnut,potato,low_nitrogen,21.8,52,9.74,1301,86,54,26,5.6
rice,sugarcane,high_nitrogen,32.4,52,30.22,353,65,23,34,6.4
wheat,maize,balanced,28.3,48,6.35,2137,61,51,21,7.1
wheat,maize,high_nitrogen,26.5,57,5.99,1909,63,30,42,6.9
potato,potato,high_nitrogen,20.1,46,9.88,912,42,30,46,6.4
groundnut,wheat,balanced,28.3,42,5.06,2042,65,51,30,6.4
sugarcane,sugarcane,low_nitrogen,31.6,88,30.01,315,46,36,59,6.9
potato,wheat,balanced,25.9,68,5.3,2273,56,54,44,6.5
sugarcane,groundnut,low_nitrogen,25.2,59,3.54,5664,61,25,24,6.4
cotton,groundnut,low_nitrogen,23.7,45,3.41,5752,39,37,40,6.5
potato,rice,low_nitrogen,31.0,56,4.22,2290,70,31,36,5.8
wheat,potato,low_nitrogen,31.6,43,10.16,1486,67,22,26,5.8
cotton,cotton,low_nitrogen,32.3,90,3.83,6776,20,21,28,7.4
rice,potato,low_nitrogen,31.9,56,9.85,1597,65,58,30,6.9
cotton,cotton,high_nitrogen,31.9,56,4.1,6990,34,55,26,6.0
tomato,tomato,high_nitrogen,34.4,50,14.88,1734,66,54,28,7.4
tomato,cotton,low_nitrogen,27.2,85,4.19,6477,40,36,34,5.5
rice,wheat,low_nitrogen,32.3,60,4.53,2362,51,28,54,7.4
sugarcane,sugarcane,low_nitrogen,29.5,69,30.18,450,50,39,40,6.8
potato,groundnut,low_nitrogen,32.9,74,3.58,5964,45,50,46,6.2
potato,wheat,low_nitrogen,27.8,62,4.36,2200,42,44,23,5.6
potato,maize,balanced,27.1,88,6.31,2164,62,20,53,7.2
potato,maize,low_nitrogen,33.2,81,5.97,1665,45,36,25,6.8
wheat,maize,low_nitrogen,23.7,80,6.02,1571,55,35,25,6.3
groundnut,maize,low_nitrogen,31.2,41,6.07,2004,60,20,39,6.5
wheat,sugarcane,high_nitrogen,21.6,67,29.79,394,41,48,48,6.7
potato,tomato,balanced,25.1,51,15.77,1177,51,35,30,5.5
rice,maize,low_nitrogen,33.7,63,6.1,1951,41,33,25,7.1
sugarcane,maize,low_nitrogen,20.6,57,5.85,1428,50,20,59,6.5
rice,wheat,low_nitrogen,26.7,62,4.71,2618,55,24,53,7.4
rice,wheat,high_nitrogen,26.7,75,4.26,2517,59,49,55,6.3
rice,tomato,high_nitrogen,31.8,62,15.25,1360,59,60,49,6.8
cotton,sugarcane,balanced,22.4,45,30.37,246,24,44,29,5.8
sugarcane,maize,balanced,33.4,40,6.56,1868,47,52,30,6.9
groundnut,wheat,low_nitrogen,29.5,73,4.73,2779,68,42,55,6.7
tomato,wheat,low_nitrogen,26.6,70,4.73,2638,68,29,30,6.8
potato,groundnut,low_nitrogen,31.0,51,3.71,5409,59,48,33,7.2
potato,sugarcane,high_nitrogen,33.5,67,29.84,433,55,39,58,7.2
groundnut,sugarcane,low_nitrogen,22.0,59,30.02,540,61,23,34,7.1
rice,wheat,balanced,32.5,43,5.17,2685,51,31,40,7.3
groundnut,maize,balanced,27.3,59,6.66,1676,87,60,28,5.7
tomato,sugarcane,low_nitrogen,32.6,45,30.01,634,55,38,55,5.8
cotton,potato,low_nitrogen,27.6,49,9.84,1539,27,36,24,6.3
groundnut,potato,low_nitrogen,26.3,52,10.14,1054,90,60,47,6.2
wheat,rice,high_nitrogen,25.0,76,5.02,1842,59,39,51,6.6
potato,tomato,low_nitrogen,21.1,72,15.26,1264,43,28,24,6.3
potato,cotton,high_nitrogen,27.3,89,3.84,6301,67,47,35,6.1
wheat,cotton,low_nitrogen,29.8,53,4.3,7071,61,24,55,7.2
groundnut,sugarcane,balanced,20.5,44,30.2,200,63,43,47,7.2
tomato,maize,low_nitrogen,24.5,46,5.87,1635,46,41,20,5.6
cotton,wheat,high_nitrogen,29.7,79,4.22,2655,25,40,37,5.9
rice,wheat,low_nitrogen,23.0,48,4.59,2609,49,57,24,7.4
potato,cotton,high_nitrogen,26.1,58,3.88,6796,40,20,36,7.1
wheat,tomato,high_nitrogen,29.8,88,14.83,1275,50,52,36,6.9
rice,maize,low_nitrogen,25.3,55,5.94,2145,59,46,58,6.6
wheat,groundnut,low_nitrogen,34.5,81,3.72,5853,67,29,45,5.9
rice,wheat,balanced,31.9,76,4.97,2284,67,51,39,7.5
wheat,groundnut,low_nitrogen,27.3,43,3.76,5706,41,23,27,7.4
potato,tomato,high_nitrogen,29.4,84,14.78,1123,42,31,41,6.8
