crop_type,soil_type,N,P,K,pH,rainfall_mm,temperature_c,humidity,yield_per_acre
Rice,Laterite,66.0,140.6,170.9,8.91,1607.2,17.9,33.0,4.54
Rice,Loamy,112.0,46.7,64.8,5.76,1591.1,21.4,78.6,16.82
Rice,Clay,74.4,17.2,70.0,7.39,273.1,16.2,50.5,7.07
Rice,Loamy,130.1,102.4,128.3,4.99,1104.0,38.0,28.1,4.17
Rice,Alluvial,183.4,6.7,92.8,8.89,347.5,29.9,98.3,4.02
Rice,Loamy,148.9,107.2,87.4,5.73,1054.3,18.6,36.4,5.15
Rice,Black,112.2,105.0,33.1,6.98,513.1,45.0,25.5,5.28
Rice,Loamy,23.0,91.9,126.6,7.24,741.8,8.6,97.2,4.97
Rice,Loamy,136.1,89.6,107.5,5.25,104.8,15.0,29.4,2.76
Rice,Loamy,35.2,142.0,148.6,8.41,586.3,31.5,76.1,2.85
Rice,Loamy,80.2,140.8,110.7,8.7,629.2,37.0,69.4,7.2
Rice,Red,195.5,19.8,6.6,6.17,322.3,37.9,93.2,2.12
Rice,Sandy,105.0,68.6,199.3,5.15,1412.5,34.8,76.1,6.65
Rice,Sandy,22.8,33.9,176.1,7.69,133.0,17.9,37.2,1.8
Rice,Clay,94.5,111.2,123.3,7.36,294.8,46.1,87.1,3.3
Rice,Red,79.7,76.6,60.2,7.93,1053.9,28.5,40.3,9.8
Rice,Sandy,119.0,83.1,57.4,5.84,2248.8,34.7,83.0,10.6
Rice,Sandy,85.2,131.7,129.4,8.17,1298.6,29.4,31.6,2.93
Rice,Laterite,62.0,69.4,9.3,5.51,1306.3,10.2,59.3,7.96
Rice,Black,46.0,45.8,144.0,4.06,1081.1,45.0,29.0,6.67
Rice,Black,134.5,132.8,163.8,7.43,365.0,19.6,44.8,3.47
Rice,Black,91.4,85.2,54.7,7.71,283.9,42.9,86.2,8.85
Rice,Sandy,68.7,56.4,103.6,8.71,2203.2,12.1,51.4,3.97
Rice,Clay,166.6,55.6,106.7,7.97,2222.5,21.8,56.9,7.4
Rice,Loamy,36.3,102.7,40.0,7.47,651.0,12.7,33.2,5.56
Rice,Sandy,145.2,111.2,105.4,4.81,300.5,8.8,33.3,1.99
Rice,Alluvial,128.8,89.4,28.1,5.06,846.4,14.7,39.5,9.76
Rice,Laterite,50.7,36.8,192.2,7.08,1436.5,24.6,54.3,8.51
Rice,Laterite,152.0,34.5,68.9,6.73,1481.0,8.9,95.6,8.84
Rice,Loamy,101.7,140.3,90.6,8.9,1329.5,12.6,81.2,7.68
Rice,Laterite,86.8,7.6,159.6,4.35,1238.2,30.4,70.3,6.21
Rice,Alluvial,54.4,6.4,146.1,6.68,2106.7,40.9,87.5,2.8
Rice,Loamy,108.7,79.0,165.0,6.02,1262.4,8.5,52.8,6.52
Rice,Loamy,161.7,135.8,44.7,4.33,2205.6,23.6,63.3,6.25
Rice,Alluvial,105.1,148.4,50.2,8.71,202.8,25.9,25.6,5.71
Rice,Red,77.6,15.0,77.1,6.32,1834.6,34.3,76.7,8.64
Rice,Black,128.2,18.8,25.2,4.24,1494.4,25.0,63.8,12.33
Rice,Sandy,73.3,103.2,152.9,4.07,597.4,36.5,50.9,2.04
Rice,Red,151.2,136.7,152.9,6.99,1669.9,43.6,66.3,5.4
Rice,Red,152.9,49.5,85.9,7.56,1026.9,31.5,34.8,9.66
Rice,Red,182.0,78.5,41.6,4.38,1770.8,23.3,85.7,9.41
Rice,Alluvial,191.9,67.5,112.1,6.67,1628.2,37.9,38.0,8.61
Rice,Sandy,140.5,36.7,121.1,5.32,1688.7,40.6,82.2,6.24
Rice,Laterite,196.7,119.1,155.9,7.74,461.5,16.7,57.1,1.8
Rice,Clay,165.7,96.4,172.3,7.92,1129.6,16.0,61.1,3.91
Rice,Laterite,180.7,149.4,166.0,8.22,697.6,31.1,25.4,3.81
Rice,Sandy,172.3,149.7,52.1,4.2,1086.9,13.2,21.8,2.71
Rice,Clay,170.6,63.9,7.7,4.4,849.3,8.6,21.4,5.32
Rice,Black,12.6,126.4,125.8,6.82,1599.1,42.6,67.0,3.9
Rice,Loamy,18.5,97.6,147.9,7.38,432.2,31.2,65.6,3.82
Rice,Alluvial,71.7,81.5,46.3,8.98,2454.7,34.0,84.4,11.62
Rice,Black,188.3,78.1,190.1,8.16,969.8,42.5,28.8,4.34
Rice,Laterite,139.7,106.1,131.5,5.38,474.9,33.4,67.9,5.03
Rice,Laterite,44.8,11.1,118.0,6.26,2377.0,10.4,74.8,1.8
Rice,Black,192.4,82.7,100.3,6.01,468.9,30.9,42.2,2.87
Rice,Black,20.3,112.4,23.5,6.97,1786.3,10.7,38.5,4.05
Rice,Laterite,177.2,100.6,46.2,8.31,2226.6,15.9,79.0,6.3
Rice,Laterite,29.4,34.1,47.2,7.46,1547.3,32.8,95.3,8.57
Rice,Black,18.1,146.4,164.3,8.26,2351.1,11.4,50.8,2.5
Rice,Alluvial,86.2,29.4,97.6,4.28,2361.7,11.0,55.1,7.52
Rice,Loamy,193.7,68.8,59.3,7.99,883.0,20.0,38.6,9.21
Rice,Black,166.2,58.0,74.0,5.51,2440.9,14.8,91.9,9.49
Rice,Red,31.7,89.2,103.6,4.72,1597.6,18.9,59.0,7.2
Rice,Loamy,91.1,147.7,82.2,7.58,776.6,22.6,35.3,7.34
Rice,Black,156.5,130.0,66.2,6.69,2116.3,47.6,91.2,3.27
Rice,Black,8.1,80.8,96.8,7.28,1443.0,35.5,72.6,6.73
Rice,Laterite,141.2,65.3,105.2,8.52,2235.7,40.7,60.8,5.04
Rice,Sandy,118.0,76.0,130.7,5.15,1426.4,22.9,72.9,7.31
Rice,Black,37.2,128.9,100.7,6.03,2267.7,32.2,66.1,3.25
Rice,Laterite,116.4,25.7,78.0,7.99,981.7,11.5,64.5,8.16
Rice,Red,197.8,8.7,54.3,6.6,1352.7,31.6,80.1,8.3
Rice,Sandy,174.8,119.9,127.3,7.75,464.9,26.3,48.1,2.49
Rice,Alluvial,190.0,142.0,123.9,8.62,1986.0,31.6,20.5,2.01
Rice,Black,153.3,27.4,100.0,6.15,1532.6,48.0,81.6,9.13
Rice,Sandy,136.5,115.6,13.9,7.23,644.2,34.8,57.5,3.91
Rice,Black,102.7,12.3,11.8,6.76,1151.6,41.6,32.9,6.0
Rice,Loamy,70.5,72.5,155.8,8.57,553.9,44.9,75.6,5.44
Rice,Clay,161.3,61.9,151.4,4.63,1954.7,17.5,74.2,8.4
Rice,Red,76.3,51.1,151.1,6.16,310.1,19.3,53.5,5.76
Rice,Loamy,69.8,47.6,13.1,7.19,1533.5,34.1,35.4,10.76
Rice,Sandy,177.5,112.2,59.1,5.41,2412.1,8.4,77.3,2.24
Rice,Loamy,72.6,68.2,159.9,5.39,441.4,20.5,88.0,8.14
Rice,Alluvial,186.1,14.0,23.0,4.81,1528.5,14.0,97.4,7.76
Rice,Loamy,183.1,32.5,6.0,4.3,2271.4,33.9,41.8,4.74
Rice,Clay,152.6,13.1,6.3,5.06,1692.5,24.4,52.2,5.88
Rice,Laterite,74.6,114.8,62.5,5.49,356.9,25.6,78.4,6.66
Rice,Black,167.0,22.4,148.3,6.66,791.1,27.7,44.0,6.25
Rice,Black,148.1,96.7,118.8,5.95,952.3,9.8,37.4,4.48
Rice,Sandy,165.1,87.2,133.1,8.49,1058.8,21.1,20.9,3.19
Rice,Laterite,54.5,118.1,24.3,4.38,967.7,11.7,66.8,5.08
Rice,Alluvial,149.1,9.7,133.4,6.66,347.8,14.9,65.4,4.59
Rice,Laterite,114.4,40.7,87.6,7.97,176.3,39.3,39.2,5.4
Rice,Red,49.2,94.0,54.3,6.89,962.1,40.9,85.7,7.98
Rice,Red,179.7,120.1,35.9,4.26,1437.5,14.2,86.8,6.35
Rice,Clay,48.1,60.2,162.6,8.12,1023.1,26.4,44.3,7.23
Rice,Clay,8.3,103.5,19.9,6.1,1544.0,45.5,44.9,5.9
Rice,Alluvial,194.4,86.5,144.4,4.34,1102.4,12.7,69.0,4.32
Rice,Clay,13.6,105.5,131.4,5.16,1735.2,45.6,23.7,2.26
Rice,Laterite,54.8,20.4,74.2,6.07,1722.0,34.3,25.6,4.01
Rice,Laterite,61.2,85.7,10.7,8.54,475.1,16.8,61.5,3.9
Rice,Laterite,147.6,143.9,48.0,8.43,2342.3,44.7,70.8,4.85
Rice,Loamy,60.7,18.2,66.4,4.22,1974.3,23.9,55.5,9.66
Rice,Red,110.4,127.5,89.1,5.9,2296.1,18.0,87.5,6.31
Rice,Alluvial,105.2,49.7,116.7,5.63,194.2,18.9,20.5,7.71
Rice,Sandy,172.2,124.0,90.9,4.66,1017.4,32.8,56.4,3.72
Rice,Alluvial,10.0,92.5,133.6,7.44,388.9,45.5,34.5,1.8
Rice,Laterite,101.9,138.0,156.4,4.65,1457.0,25.7,83.8,5.55
Rice,Alluvial,21.4,62.0,24.5,4.08,1688.1,32.1,33.0,7.75
Rice,Alluvial,185.7,65.8,14.9,4.2,1477.5,23.7,22.3,7.05
Rice,Alluvial,189.6,118.3,66.2,5.24,1774.5,22.6,65.3,11.16
Rice,Laterite,30.7,79.4,42.9,4.47,1085.2,14.5,37.7,7.72
Rice,Loamy,49.1,123.5,186.4,4.48,1180.1,21.5,89.7,1.8
Rice,Clay,99.5,105.6,112.8,5.08,600.6,19.9,92.9,6.33
Rice,Sandy,34.1,43.9,75.4,6.04,1731.3,10.3,22.8,6.91
Rice,Sandy,53.1,146.5,72.2,5.69,848.6,12.9,28.9,2.83
Rice,Red,51.9,102.5,166.1,7.37,2078.4,23.9,32.5,2.62
Rice,Alluvial,11.8,148.5,10.9,6.22,1311.1,12.7,33.5,5.41
Rice,Laterite,133.6,88.8,173.9,5.45,1222.4,32.8,52.9,3.73
Rice,Loamy,102.6,98.5,9.6,6.15,769.5,13.2,28.0,4.72
Rice,Laterite,8.2,123.7,12.8,8.45,2480.7,19.8,36.8,1.8
Rice,Black,25.1,23.3,195.9,7.37,2132.5,21.0,74.1,5.78
Rice,Loamy,189.1,116.0,6.1,4.01,1007.4,13.7,21.5,4.12
Rice,Loamy,126.9,113.3,47.6,4.3,414.3,32.2,88.0,8.22
Rice,Clay,27.1,149.6,40.8,6.97,1087.3,13.1,22.2,6.51
Rice,Black,99.1,117.7,136.2,7.62,1282.2,33.3,84.4,6.35
Rice,Alluvial,14.8,134.1,117.5,6.82,1300.7,10.8,27.2,1.8
Rice,Alluvial,84.3,25.8,144.4,5.47,1361.1,35.9,92.0,11.29
Rice,Loamy,65.0,126.4,124.8,6.91,708.7,38.3,26.5,3.49
Rice,Clay,120.7,7.4,147.1,5.62,1696.1,30.3,47.4,7.12
Rice,Laterite,23.4,125.6,184.1,7.25,348.2,24.1,78.3,2.17
Rice,Loamy,7.7,51.8,113.1,4.74,321.0,40.6,91.6,5.09
Rice,Black,115.3,79.6,21.6,6.74,1011.9,32.3,51.1,10.22
Rice,Black,31.9,16.8,166.8,8.88,1071.3,11.5,25.3,2.82
Rice,Black,118.6,122.8,68.8,5.53,1066.5,34.9,74.6,8.36
Rice,Clay,149.0,101.7,28.3,6.86,716.2,40.2,54.1,7.44
Rice,Clay,147.4,94.8,41.4,4.13,782.9,25.7,69.4,10.68
Rice,Black,112.5,80.9,60.0,5.49,766.8,38.9,72.2,12.69
Rice,Laterite,195.2,73.8,18.0,4.24,809.6,45.3,61.9,4.29
Rice,Black,65.0,94.0,180.1,8.05,1499.5,37.2,49.2,3.64
Rice,Clay,182.0,149.5,141.6,7.85,909.5,45.7,62.4,4.27
Rice,Sandy,154.5,106.8,69.6,7.38,1050.2,38.3,56.3,6.4
Rice,Clay,77.2,84.8,159.1,5.59,1491.4,21.8,85.3,8.6
Rice,Red,36.6,100.4,199.6,6.26,951.3,24.0,29.2,3.87
Rice,Loamy,85.9,61.2,133.6,6.21,1655.8,10.5,85.1,8.73
Rice,Alluvial,43.5,31.2,56.2,6.63,366.9,42.7,43.8,9.03
Rice,Black,81.4,28.6,148.2,5.04,240.6,30.1,67.6,6.29
Rice,Sandy,54.6,47.8,108.3,7.39,1522.7,13.9,33.8,6.31
Rice,Sandy,33.0,27.0,89.4,6.98,293.5,45.6,80.4,5.62
Rice,Red,66.4,119.8,183.6,5.8,836.7,15.8,74.3,4.65
Rice,Laterite,175.7,145.8,39.5,7.61,196.7,24.2,61.3,5.03
Rice,Loamy,179.5,26.6,158.3,7.09,920.4,43.0,21.0,4.72
Rice,Sandy,59.7,24.2,90.8,7.22,1014.3,10.2,68.0,5.74
Rice,Sandy,181.6,126.1,43.4,6.21,578.6,18.6,60.3,5.71
Rice,Red,47.5,140.6,95.9,6.23,135.0,17.9,89.3,3.18
Rice,Clay,127.0,87.9,41.0,4.3,1550.5,38.5,61.9,10.77
Rice,Alluvial,110.9,59.2,126.9,4.06,443.1,37.7,39.5,4.63
Rice,Red,104.8,75.1,79.6,8.2,448.8,28.2,25.0,7.91
Rice,Sandy,112.9,80.5,198.9,5.01,719.4,12.5,93.4,5.61
Rice,Red,110.5,98.6,13.9,8.73,2121.2,19.9,26.2,4.98
Rice,Black,196.9,120.5,152.6,7.4,498.6,10.4,75.3,3.89
Rice,Laterite,135.7,98.1,85.1,6.45,1097.1,9.0,46.8,4.17
Wheat,Red,197.8,11.0,193.7,6.75,2411.6,12.6,59.2,1.6
Wheat,Alluvial,111.7,73.9,184.9,4.36,773.4,22.0,82.6,9.31
Wheat,Clay,68.4,104.7,192.5,7.65,1275.7,33.2,79.2,3.5
Wheat,Clay,70.2,111.0,86.9,6.89,2098.3,40.2,89.3,3.12
Wheat,Loamy,191.7,134.1,132.2,6.3,1721.8,32.7,65.5,3.23
Wheat,Clay,82.2,24.3,36.0,8.75,2211.0,44.3,99.3,3.23
Wheat,Loamy,74.1,48.9,147.5,7.5,1513.6,45.5,48.0,4.57
Wheat,Laterite,112.9,87.7,46.0,7.71,160.5,22.2,82.4,6.25
Wheat,Black,141.4,52.9,150.2,6.06,569.8,28.5,30.4,6.04
Wheat,Red,86.7,91.9,105.2,5.44,115.5,27.8,42.9,3.41
Wheat,Red,22.8,51.2,25.4,4.64,1477.2,10.4,22.5,2.5
Wheat,Sandy,54.5,98.1,58.7,6.47,392.1,31.5,45.3,8.26
Wheat,Sandy,163.0,67.3,151.2,8.57,1473.1,15.2,41.5,3.03
Wheat,Alluvial,90.0,91.1,120.0,4.34,2095.7,15.1,77.8,4.09
Wheat,Alluvial,106.0,36.0,60.2,6.0,2048.5,8.6,72.0,9.21
Wheat,Black,56.9,53.3,113.7,7.54,1690.2,40.3,90.9,3.96
Wheat,Sandy,186.7,149.6,145.4,5.44,2211.4,10.0,38.5,1.61
Wheat,Clay,181.1,8.6,45.8,6.08,955.8,44.5,23.2,4.83
Wheat,Laterite,66.0,64.5,45.9,8.88,1649.4,45.4,44.3,4.43
Wheat,Loamy,34.6,52.6,15.6,4.91,2416.5,25.1,70.6,6.69
Wheat,Laterite,103.4,50.3,88.4,7.23,1888.5,17.3,52.4,4.12
Wheat,Loamy,77.2,113.9,179.9,8.23,538.8,46.3,50.1,3.97
Wheat,Clay,158.7,136.0,57.1,8.06,297.8,32.0,58.9,7.7
Wheat,Laterite,172.2,115.9,33.6,7.45,2368.1,35.3,46.5,4.01
Wheat,Loamy,135.5,38.5,52.5,5.53,252.8,15.1,20.4,9.19
Wheat,Red,134.2,114.0,163.3,8.73,851.0,42.3,30.5,2.95
Wheat,Loamy,121.6,16.9,131.1,7.12,1632.0,20.3,88.8,4.8
Wheat,Loamy,41.9,109.5,104.7,7.02,1206.2,41.1,86.4,4.08
Wheat,Black,187.1,63.3,96.4,7.53,2313.3,13.7,44.3,5.56
Wheat,Red,177.8,11.8,192.5,7.4,1615.3,18.8,39.9,1.63
Wheat,Laterite,173.4,24.2,195.6,6.91,2489.1,44.5,37.7,1.6
Wheat,Alluvial,90.9,132.6,103.6,6.54,432.1,47.3,40.0,4.26
Wheat,Loamy,93.0,131.0,108.4,6.34,1085.7,40.7,91.6,3.94
Wheat,Clay,94.3,42.2,151.7,6.56,870.1,31.8,99.7,6.8
Wheat,Sandy,55.6,5.2,78.4,6.85,1248.9,42.5,28.4,2.81
Wheat,Red,149.7,29.3,28.5,4.34,1837.7,45.2,54.4,6.8
Wheat,Black,104.9,55.6,78.1,7.11,1824.9,12.4,22.8,6.01
Wheat,Alluvial,93.2,112.2,138.9,8.08,2205.9,38.9,73.7,3.22
Wheat,Red,156.7,71.8,197.8,6.42,2468.6,38.2,39.9,3.47
Wheat,Black,173.3,43.7,109.3,8.29,882.1,46.2,29.8,4.14
Wheat,Red,70.8,125.0,5.1,5.54,678.8,17.3,25.5,4.38
Wheat,Laterite,48.7,57.7,90.5,8.89,2038.9,37.5,63.0,1.6
Wheat,Loamy,190.9,13.7,63.0,5.49,869.0,14.6,82.7,8.22
Wheat,Clay,68.6,8.0,153.4,4.21,2175.2,12.7,33.8,1.63
Wheat,Loamy,53.2,129.6,37.9,8.27,131.7,28.5,81.6,5.27
Wheat,Laterite,176.3,143.1,152.1,6.23,1521.3,36.0,35.5,1.6
Wheat,Loamy,103.2,120.5,149.2,7.23,473.9,29.9,27.0,4.43
Wheat,Laterite,190.4,35.4,55.9,8.85,1863.3,36.0,88.2,1.67
Wheat,Clay,189.8,25.5,153.9,4.54,2455.0,23.3,82.0,4.6
Wheat,Laterite,128.5,70.3,108.6,7.73,2082.3,35.9,93.9,1.6
Wheat,Loamy,70.3,50.5,129.0,5.78,456.4,31.9,85.2,6.57
Wheat,Alluvial,193.7,100.4,115.1,8.66,1507.6,29.0,80.7,3.59
Wheat,Black,44.8,73.0,161.2,4.9,363.7,43.3,47.4,3.6
Wheat,Alluvial,146.4,57.3,22.0,5.01,1409.2,16.3,63.5,10.48
Wheat,Sandy,170.5,62.6,52.9,8.06,922.8,12.5,65.6,11.15
Wheat,Sandy,111.6,133.2,113.0,6.67,569.1,14.6,93.3,4.8
Wheat,Alluvial,44.2,134.1,27.4,4.02,1304.8,31.3,66.3,4.43
Wheat,Clay,95.7,37.9,150.1,8.6,1117.0,21.7,96.9,4.81
Wheat,Alluvial,166.7,32.6,183.9,6.77,818.2,25.2,45.0,8.94
Wheat,Alluvial,75.8,120.1,188.5,7.12,1879.9,40.2,87.6,3.67
Wheat,Red,92.0,7.9,17.2,5.94,1500.2,26.6,69.5,6.28
Wheat,Red,111.4,34.6,61.9,7.74,1258.2,16.6,97.4,5.63
Wheat,Sandy,82.2,93.9,162.1,5.5,2409.0,29.4,69.5,4.44
Wheat,Sandy,45.2,5.1,12.7,8.89,681.6,34.5,87.1,4.7
Wheat,Black,148.9,129.3,188.0,6.46,1782.1,42.2,53.5,3.25
Wheat,Red,18.3,135.1,28.3,5.64,2057.8,31.9,51.5,2.64
Wheat,Laterite,113.3,89.7,45.4,8.26,302.2,22.2,74.4,9.81
Wheat,Sandy,142.8,82.6,128.9,4.98,608.2,9.7,45.8,5.15
Wheat,Clay,142.3,139.6,149.1,5.53,736.2,35.8,35.4,4.05
Wheat,Alluvial,146.6,22.6,64.0,6.66,1454.6,32.0,33.3,4.98
Wheat,Alluvial,143.8,135.3,118.6,4.62,391.4,36.8,34.7,4.34
Wheat,Loamy,122.5,76.0,108.1,5.67,1346.4,15.9,84.4,3.71
Wheat,Black,21.6,68.3,133.4,6.19,764.2,30.3,47.8,3.82
Wheat,Red,168.1,130.1,66.6,8.26,198.2,10.0,69.9,4.94
Wheat,Red,99.6,17.4,194.6,6.59,1574.0,17.5,58.7,2.69
Wheat,Loamy,94.1,127.6,27.3,5.28,2087.1,23.1,98.5,5.27
Wheat,Loamy,28.2,10.3,15.3,8.17,383.1,9.8,55.0,5.65
Wheat,Loamy,81.7,94.4,172.9,5.73,1669.1,22.0,69.4,5.78
Wheat,Red,76.5,19.4,154.5,8.83,2428.2,42.6,68.1,1.6
Wheat,Clay,138.6,47.1,44.3,5.33,507.4,11.8,53.5,15.88
Wheat,Loamy,99.7,137.4,124.0,6.73,699.4,21.7,88.2,6.66
Wheat,Black,181.7,112.8,108.9,8.3,1767.8,8.4,51.5,6.35
Wheat,Alluvial,117.3,23.3,118.4,7.83,1075.4,43.2,71.9,5.08
Wheat,Sandy,66.7,127.5,97.9,7.35,1065.7,19.9,70.0,4.39
Wheat,Black,152.5,73.8,49.0,7.08,196.8,21.0,57.5,12.22
Wheat,Red,155.0,66.7,115.3,4.11,182.6,25.8,85.3,4.32
Wheat,Loamy,21.9,83.1,183.1,5.94,2091.0,13.3,94.8,2.35
Wheat,Alluvial,88.6,96.1,47.0,7.14,2316.8,47.9,22.6,6.04
Wheat,Laterite,149.0,14.3,80.5,5.41,830.8,47.3,71.4,4.85
Wheat,Clay,129.9,128.3,149.5,6.71,1668.6,19.0,67.4,3.32
Wheat,Sandy,123.6,69.5,149.8,5.14,240.3,20.0,57.9,5.45
Wheat,Clay,16.2,89.6,177.4,4.76,1534.7,34.6,53.5,1.6
Wheat,Loamy,60.1,89.9,55.0,8.67,414.5,39.9,60.6,8.29
Wheat,Clay,102.9,136.9,144.9,6.91,2014.7,42.6,56.6,3.7
Wheat,Red,80.3,145.2,140.9,4.42,2171.1,27.2,25.5,1.6
Wheat,Laterite,175.4,37.0,35.9,4.31,2074.5,20.5,52.1,6.53
Wheat,Loamy,96.5,129.4,64.5,4.96,409.8,19.9,82.4,7.31
Wheat,Black,19.7,59.5,165.0,4.04,1196.2,21.2,24.2,3.21
Wheat,Alluvial,94.8,107.9,196.8,4.25,332.1,36.8,42.5,5.35
Wheat,Sandy,187.5,71.3,61.6,6.81,368.6,32.4,65.5,7.14
Wheat,Clay,109.4,74.2,80.9,8.44,2245.4,21.4,69.2,3.54
Wheat,Red,178.6,43.1,97.1,5.62,2385.1,40.9,76.7,3.48
Wheat,Sandy,15.7,88.9,21.1,4.77,1155.0,28.4,40.7,3.26
Wheat,Sandy,97.1,108.4,81.6,5.29,933.3,39.8,70.0,4.27
Wheat,Clay,189.9,18.2,36.5,8.8,1390.1,8.6,40.6,6.67
Wheat,Loamy,46.6,130.7,191.4,5.18,2218.3,11.9,24.5,1.98
Wheat,Loamy,171.4,77.3,122.6,5.14,1405.1,35.8,61.2,5.74
Wheat,Clay,7.7,134.9,10.6,5.2,177.7,21.4,61.1,2.83
Wheat,Clay,71.7,122.4,51.5,5.12,1310.8,18.4,20.7,4.78
Wheat,Alluvial,169.7,16.5,142.9,7.27,2194.0,17.8,56.0,6.86
Wheat,Laterite,145.0,58.9,23.0,6.29,1046.8,42.7,39.5,4.86
Wheat,Black,168.3,51.8,178.4,4.8,515.3,18.7,29.6,5.82
Wheat,Sandy,15.1,12.1,80.3,5.77,857.5,27.6,45.7,2.98
Wheat,Black,105.2,118.0,106.9,7.21,1987.2,24.2,20.2,2.33
Wheat,Clay,123.4,17.8,137.0,4.32,1530.7,37.6,36.9,2.57
Wheat,Clay,187.9,103.2,28.2,4.34,1260.5,16.8,40.3,7.36
Wheat,Alluvial,29.5,47.0,51.6,5.07,1086.7,36.2,37.4,5.68
Wheat,Black,175.0,65.7,91.7,5.52,1819.9,22.3,41.4,3.77
Wheat,Loamy,156.7,129.5,169.7,5.8,1749.4,20.5,24.9,1.6
Wheat,Clay,173.9,69.4,31.7,8.31,2058.6,47.4,92.8,3.67
Wheat,Laterite,197.5,37.6,134.2,7.05,2296.2,14.3,80.1,1.6
Wheat,Clay,55.8,80.2,145.8,4.87,1412.5,36.6,55.6,3.89
Wheat,Laterite,50.4,76.3,65.5,4.91,1309.9,20.9,40.6,3.38
Wheat,Loamy,93.7,28.7,64.3,7.11,824.3,44.0,70.3,8.18
Wheat,Laterite,130.6,126.0,117.6,7.23,1200.1,29.1,22.8,1.85
Wheat,Red,102.3,48.0,56.7,6.16,2497.7,16.8,28.3,6.29
Wheat,Red,33.4,132.2,108.0,6.34,356.1,34.0,89.4,3.16
Wheat,Clay,66.6,95.1,47.9,6.22,2258.6,13.3,50.9,8.29
Wheat,Black,124.0,126.1,143.5,4.56,1866.2,19.0,71.1,2.75
Wheat,Black,132.6,149.7,19.6,5.12,1079.0,21.9,21.7,3.94
Wheat,Black,165.3,98.7,131.2,4.64,1660.4,47.3,92.9,1.82
Wheat,Clay,23.9,14.3,120.6,8.13,2160.0,26.5,82.7,2.43
Wheat,Laterite,130.0,50.2,107.4,4.33,2434.2,22.4,58.2,5.28
Wheat,Sandy,141.4,49.5,16.1,5.72,1700.6,12.1,21.0,3.42
Wheat,Clay,174.6,134.2,92.6,6.3,284.7,34.8,85.7,3.6
Wheat,Red,187.8,56.0,92.0,7.36,901.4,18.2,70.5,5.05
Wheat,Sandy,153.2,12.1,169.5,6.19,921.7,29.9,27.3,3.81
Wheat,Black,41.7,31.7,16.1,6.94,2116.8,8.7,23.9,5.36
Wheat,Red,44.6,149.8,110.6,5.42,2487.5,46.7,55.3,2.13
Wheat,Laterite,139.0,134.5,139.4,5.42,1765.3,20.2,80.7,1.94
Wheat,Clay,192.7,96.1,40.9,4.53,2050.8,31.2,69.5,6.38
Wheat,Laterite,162.8,102.6,102.0,8.75,819.9,8.8,54.6,5.28
Wheat,Sandy,11.5,89.1,37.5,7.56,522.1,17.4,59.5,7.6
Wheat,Black,48.3,35.2,152.0,5.27,2248.2,31.0,48.1,2.98
Wheat,Loamy,152.2,49.9,92.4,6.03,2461.8,19.7,43.6,7.41
Wheat,Clay,94.3,42.5,176.4,4.98,2373.5,16.2,69.1,2.88
Wheat,Black,111.4,104.2,42.1,6.6,1225.7,10.8,85.5,9.17
Wheat,Alluvial,105.1,20.5,87.6,6.26,1860.7,41.6,63.6,2.52
Wheat,Black,185.1,124.1,74.0,7.28,1389.5,35.1,74.6,2.58
Wheat,Red,38.6,67.5,104.6,4.7,1119.5,21.7,34.7,4.42
Wheat,Red,96.1,104.4,49.1,4.66,2228.9,19.0,37.9,5.42
Wheat,Black,128.0,67.4,90.4,5.55,1929.1,45.4,95.3,4.15
Wheat,Loamy,190.8,39.7,126.7,6.37,2201.6,18.9,20.3,3.39
Wheat,Red,145.3,9.1,78.2,7.13,450.6,40.9,38.8,3.51
Wheat,Red,196.1,130.9,38.9,4.23,1491.0,44.5,34.2,2.12
Wheat,Loamy,193.3,137.8,103.1,7.98,425.8,47.1,97.1,2.19
Wheat,Loamy,63.4,19.5,58.0,8.08,1008.0,11.5,47.4,8.36
Wheat,Loamy,143.2,136.4,31.9,4.27,144.5,13.7,72.6,7.26
Wheat,Laterite,118.2,139.7,101.9,8.21,1170.1,36.3,78.5,1.89
Wheat,Sandy,102.5,23.5,118.5,5.5,182.6,33.4,88.7,2.32
Wheat,Red,160.3,91.3,177.9,6.05,1550.3,33.2,53.4,2.62
Wheat,Laterite,38.7,95.2,177.0,8.8,561.6,36.7,73.1,2.75
Wheat,Clay,153.7,25.9,6.7,4.1,1507.8,26.2,61.4,4.38
Wheat,Loamy,33.4,132.3,57.5,8.91,1019.0,15.1,48.1,5.82
Wheat,Alluvial,127.5,125.3,86.0,5.29,2180.8,34.8,55.8,2.91
Wheat,Red,182.8,106.8,103.9,6.21,413.6,19.6,89.5,4.79
Wheat,Alluvial,93.0,109.2,119.3,6.46,561.6,26.6,39.7,7.38
Wheat,Red,99.9,140.6,129.2,8.49,1195.6,14.0,94.4,3.42
Wheat,Sandy,92.1,117.8,48.0,4.82,1075.2,45.1,76.8,4.74
Wheat,Laterite,10.5,129.0,75.0,7.16,1815.8,25.2,44.5,1.6
Wheat,Black,131.4,40.6,144.9,7.88,1716.2,32.6,91.4,3.98
Wheat,Sandy,84.3,37.0,109.0,8.98,2021.3,41.8,70.8,1.92
Wheat,Laterite,85.2,39.0,8.8,8.4,2417.5,21.7,47.1,3.81
Wheat,Clay,131.8,112.6,11.1,4.61,1619.4,44.0,69.9,3.72
